gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,0,0.4861111111,1,0,2,1,0,0,0,1,0,1,1,2,0.4368159204,0.2550951087,0
0,0,1,1,0.6666666667,1,0,0,0,0,0,0,0,0,2,0,2,0.02388059701,0.1217068902,0
0,0,1,1,0.6388888889,1,0,0,0,0,0,0,0,0,2,1,1,0.01691542289,0.1067497237,0
1,0,1,0,0.4027777778,0,0,2,0,0,0,0,1,0,0,0,1,0.1542288557,0.1162087786,0
1,0,1,1,0.4166666667,1,0,1,0,1,1,0,0,0,0,0,2,0.6348258706,0.295942336,0
1,1,0,0,0.01388888889,1,0,1,0,0,0,1,0,0,0,0,0,0.5616915423,0.00860123434,0
1,0,1,1,0.9166666667,1,1,2,1,0,1,1,1,1,2,1,1,0.6542288557,0.6579598839,0
0,0,0,0,0.9027777778,1,1,1,1,1,1,0,1,1,0,1,3,0.9233830846,0.8183262712,0
1,0,0,0,1,1,1,1,0,1,1,0,1,1,2,1,2,0.8223880597,0.8588626105,0
0,0,0,0,0.1666666667,1,1,1,1,0,0,0,0,0,0,1,0,0.6039800995,0.1067785096,1
1,0,1,1,0.9861111111,1,1,2,1,1,0,1,0,0,1,1,3,0.4835820896,0.546782885,0
1,0,0,0,0.06944444444,1,0,0,0,0,0,0,0,0,0,0,1,0.02786069652,0.01310911017,1
1,0,0,0,0.7222222222,1,0,0,0,0,0,0,0,0,2,0,2,0.02736318408,0.1274871039,0
0,1,1,0,0.3472222222,1,0,1,0,1,1,0,1,1,0,1,0,0.7985074627,0.289528832,1
1,0,0,0,0.01388888889,1,0,0,0,0,0,0,0,0,0,0,1,0.01940298507,0.002325902727,0
0,0,1,1,0.01388888889,1,0,0,0,0,0,0,0,0,0,0,0,0.01194029851,0.002239544952,0
1,0,0,0,0.5277777778,1,1,1,0,0,1,1,1,0,1,0,2,0.763681592,0.4151621223,0
0,1,1,0,0.9166666667,0,0,2,0,1,1,0,1,0,1,0,2,0.271641791,0.3485687638,0
1,0,1,0,0.9444444444,1,1,1,0,1,1,1,1,1,2,1,2,0.9129353234,0.8764565678,1
1,0,0,0,0.06944444444,0,0,2,0,0,0,0,0,0,0,0,1,0.06019900498,0.01153739867,0
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0.8547263682,0.8409001934,0
0,0,0,0,0.4444444444,0,0,2,1,0,0,0,0,0,1,0,1,0.1184079602,0.1068130527,0
1,0,0,0,0.5972222222,1,1,1,0,0,0,0,1,1,1,0,1,0.7572139303,0.4515129882,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,3,0.01144278607,0.1569696481,0
1,0,1,0,0.7638888889,1,1,1,1,1,0,0,1,0,0,1,0,0.7810945274,0.6032263265,1
0,0,0,0,0.7222222222,1,0,2,1,0,1,1,0,0,1,0,3,0.3950248756,0.3502959193,0
0,0,0,0,0.5972222222,1,0,1,0,1,1,0,1,0,0,1,0,0.7303482587,0.4552897015,0
0,1,1,0,0.5138888889,1,1,1,0,0,0,0,0,0,0,1,0,0.57960199,0.3302494013,1
0,0,1,1,0.8888888889,0,0,2,0,1,0,1,1,1,2,1,0,0.3616915423,0.3941944547,0
1,0,1,1,0.04166666667,1,0,1,1,1,0,0,1,0,0,0,0,0.7124378109,0.02860169492,0
0,0,0,0,0.5,0,0,2,1,0,0,0,0,0,2,0,2,0.1273631841,0.1296921057,0
0,0,1,1,0.1388888889,1,1,1,1,0,0,0,1,1,0,1,0,0.815920398,0.1225877395,1
0,0,0,0,0.5694444444,1,0,0,0,0,0,0,0,0,2,0,1,0.02388059701,0.0961622605,0
1,0,1,1,0.375,1,1,1,0,1,0,1,0,0,0,1,3,0.6661691542,0.2477431835,0
0,0,1,1,0.7777777778,1,1,1,0,0,1,0,1,1,1,1,3,0.8114427861,0.6350693165,0
0,0,0,0,0.08333333333,1,0,0,0,0,0,0,0,0,0,0,1,0.02437810945,0.0129824521,0
1,0,0,0,0.04166666667,1,1,1,0,0,0,0,0,0,0,1,0,0.5587064677,0.02643123618,1
0,0,1,1,0.09722222222,1,0,2,1,0,0,0,0,0,0,0,1,0.3228855721,0.04034059506,0
0,0,1,1,0.05555555556,1,0,0,0,0,0,0,0,0,0,0,1,0.02587064677,0.007242538688,0
1,0,0,0,0.4583333333,1,0,1,1,0,0,1,1,0,2,1,0,0.7034825871,0.3486148213,0
0,1,0,0,0.375,1,1,1,0,0,1,0,0,0,0,1,0,0.5950248756,0.2458893699,1
1,0,1,0,1,1,1,0,0,0,0,0,0,0,2,1,2,0.05273631841,0.1985019805,0
1,0,0,0,0.01388888889,1,0,0,0,0,0,0,0,0,0,0,1,0.01492537313,0.002274088062,0
1,1,0,0,0.9861111111,0,0,2,1,1,0,0,1,1,1,1,0,0.3800995025,0.4588879422,0
0,0,0,0,0.1805555556,1,1,1,0,0,0,0,0,1,0,1,0,0.6736318408,0.1399744381,0
0,0,1,1,0.3472222222,0,0,2,1,1,1,0,1,1,0,1,3,0.4014925373,0.1730206798,1
1,0,0,0,0.9305555556,1,0,2,0,0,0,1,0,0,2,0,2,0.3213930348,0.3753799742,0
1,0,0,0,0.01388888889,0,0,2,0,0,0,0,0,1,0,1,0,0.1711442786,0.004081844141,1
1,0,0,0,0.02777777778,1,0,2,0,0,0,0,0,0,0,0,0,0.2597014925,0.009355425571,1
0,0,0,0,0.5972222222,1,1,0,0,0,0,0,0,0,2,1,3,0.07412935323,0.1368137436,0
0,0,0,0,0.3194444444,1,0,1,1,0,0,0,0,0,0,1,2,0.5646766169,0.2047830693,0
0,0,1,1,0.8888888889,1,0,0,0,0,0,0,0,0,2,0,1,0.01940298507,0.1471248618,0
1,0,0,1,0.7916666667,1,0,0,0,0,0,0,0,0,2,1,1,0.01343283582,0.1347814573,0
0,1,1,0,0.01388888889,1,0,1,0,0,0,0,0,0,0,1,1,0.5194029851,0.008111873618,1
0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,0.6945273632,0.7398731116,0
0,0,0,0,0.1111111111,1,1,2,1,0,0,1,0,1,0,0,0,0.5263681592,0.06490074613,1
0,0,1,0,0.8472222222,1,1,1,0,1,0,0,1,1,2,1,2,0.823880597,0.6875518147,0
1,0,0,0,0.8888888889,1,1,1,1,1,0,0,0,0,1,1,3,0.6572139303,0.609000783,0
1,1,1,0,0.9861111111,1,1,0,0,0,0,0,0,0,2,0,2,0.05671641791,0.2022153648,0
0,0,1,1,0.9027777778,1,1,1,1,1,0,1,1,0,2,1,3,0.8039800995,0.7388425755,0
1,0,0,0,0.04166666667,1,0,0,0,0,0,0,0,0,1,0,1,0.01343283582,0.007064065954,0
1,0,0,0,0.01388888889,1,0,2,0,0,0,0,0,0,0,1,0,0.2726368159,0.005256309875,1
1,0,0,1,0.4166666667,1,0,2,0,1,1,0,1,0,1,0,3,0.460199005,0.2222215825,0
1,0,1,1,0.2083333333,1,0,2,0,1,1,1,0,1,0,1,1,0.5099502488,0.1233649595,0
0,0,1,1,0.1111111111,1,0,2,0,0,0,1,1,1,0,1,0,0.5004975124,0.06498134672,0
1,0,0,0,0.09722222222,1,1,1,0,0,0,0,1,1,0,0,1,0.763681592,0.07547669492,1
0,0,1,1,0.9722222222,1,1,1,1,1,1,0,1,1,1,1,3,0.8945273632,0.9131528648,0
1,0,1,1,0.8611111111,1,0,2,1,1,1,1,1,1,2,0,0,0.6751243781,0.600503178,0
0,0,1,1,0.08333333333,1,0,0,0,0,0,0,0,0,0,0,1,0.0144278607,0.01306880987,0
0,0,1,1,0.1944444444,1,0,1,0,0,0,0,0,1,0,1,2,0.6233830846,0.1327376566,0
0,0,0,0,0.3055555556,1,1,1,0,0,0,0,1,0,0,1,2,0.655721393,0.209786063,0
1,0,1,1,0.3055555556,1,0,0,0,0,0,0,0,0,1,0,1,0.01890547264,0.04834883935,0
1,0,1,1,0.2222222222,1,0,2,1,0,1,0,1,0,2,0,1,0.4577114428,0.1179071481,0
1,0,0,0,0.1388888889,1,1,0,0,0,0,0,0,0,2,0,2,0.07412935323,0.02897015475,0
0,0,0,1,0.1805555556,1,0,2,1,1,0,0,0,0,0,1,0,0.3756218905,0.08803311533,0
0,0,1,0,0.2777777778,1,1,1,1,0,0,0,0,0,0,0,0,0.6383084577,0.1833490696,1
0,0,0,0,0.02777777778,1,0,1,0,0,0,0,0,0,0,1,0,0.5119402985,0.01556742815,0
1,0,0,0,0.7361111111,1,1,2,0,1,1,1,0,1,2,1,2,0.5537313433,0.4557675479,0
0,0,1,1,0.1527777778,1,0,0,0,0,0,0,0,0,1,0,1,0.02338308458,0.02693211127,0
1,0,1,0,0.9583333333,1,0,0,0,0,0,0,0,0,2,0,1,0.01641791045,0.1569926769,0
0,0,0,0,0.05555555556,1,0,1,0,0,0,0,0,0,0,1,2,0.523880597,0.03143422992,1
1,0,1,0,1,1,1,2,1,1,1,1,1,1,2,1,2,0.7044776119,0.7201605103,0
1,1,1,0,0.8055555556,0,0,2,0,1,1,0,0,1,0,1,0,0.2691542289,0.3052689757,1
0,0,1,1,0.2222222222,1,0,0,0,0,0,0,0,0,0,0,0,0.02139303483,0.03700718497,0
1,0,1,0,0.5972222222,1,0,1,1,0,1,1,0,0,1,1,2,0.6567164179,0.4075223379,0
0,0,1,0,0.02777777778,1,1,1,0,0,1,1,1,1,0,1,0,0.8572139303,0.0279568902,1
1,0,1,0,0.1944444444,1,0,2,0,1,1,1,1,1,2,0,1,0.6338308458,0.1360710667,0
0,0,1,0,0.7361111111,1,0,1,0,0,1,0,1,1,1,1,2,0.7621890547,0.5757415254,1
0,0,0,0,0.4444444444,1,0,0,0,0,0,0,0,0,1,0,2,0.02288557214,0.0753673084,0
0,0,1,0,0.4722222222,1,1,0,0,0,0,0,0,0,0,0,0,0.06417910448,0.08983511422,0
0,1,0,0,0.2083333333,1,1,1,0,0,0,0,0,0,0,1,1,0.5592039801,0.1319201363,1
0,1,0,0,0.09722222222,1,0,1,1,0,0,0,0,0,0,0,2,0.5791044776,0.05798636699,1
0,0,1,1,0.2083333333,1,1,1,0,1,1,0,1,1,0,1,2,0.8666666667,0.1795378132,0
1,0,1,0,0.8472222222,1,0,0,0,0,0,0,0,0,1,1,3,0.02288557214,0.1441599116,0
0,0,0,0,0.01388888889,0,0,2,0,1,0,0,0,0,0,0,2,0.1164179104,0.003448553795,1
0,0,0,0,0.01388888889,1,0,2,0,0,0,0,0,0,0,0,1,0.2691542289,0.00521600958,0
1,0,0,0,0.1111111111,1,1,1,0,0,0,0,0,1,0,0,2,0.6592039801,0.07629997237,1
1,0,1,1,0.4583333333,1,0,2,1,0,1,0,1,1,1,0,3,0.5621890547,0.2824820376,0
0,0,0,0,0.1805555556,1,0,1,0,1,1,0,0,0,0,1,0,0.6069651741,0.1279994934,1
0,0,1,0,0.01388888889,0,0,2,0,0,0,0,0,0,0,1,0,0.06517412935,0.002855563744,1
1,0,0,0,0.2777777778,1,0,2,0,1,0,0,0,0,0,1,1,0.3338308458,0.1178898766,0
1,0,0,0,0.04166666667,0,0,2,0,0,0,1,0,0,0,0,0,0.1208955224,0.009459054901,0
0,0,0,0,0.1805555556,1,0,0,0,0,0,0,0,0,1,0,0,0.01393034826,0.0281871776,0
0,0,1,0,0.5555555556,1,1,2,0,1,0,0,0,0,0,0,3,0.3815920398,0.2739383751,0
1,0,1,1,0.5972222222,1,1,2,1,0,0,1,0,1,1,1,3,0.5338308458,0.3653912583,0
1,0,1,0,0.08333333333,1,0,1,0,1,1,0,0,1,0,1,0,0.723880597,0.06114130435,1
0,0,1,1,0.9583333333,1,0,0,0,0,0,0,0,0,2,0,2,0.01492537313,0.1583686441,0
0,0,1,1,1,1,1,1,1,1,1,0,1,1,2,0,3,0.9099502488,0.936037675,0
1,0,1,1,0.8194444444,1,0,0,0,0,0,0,0,0,2,0,3,0.01044776119,0.1373318902,0
0,0,1,0,0.2777777778,1,0,1,1,1,0,1,1,0,0,1,0,0.7791044776,0.2189630158,0
1,0,1,1,0.3333333333,1,1,0,0,0,0,0,0,0,2,1,2,0.05820895522,0.06763540899,0
1,0,0,0,0.8194444444,1,1,1,0,1,1,1,1,1,0,1,0,0.9263681592,0.7507081338,0
1,0,1,1,1,1,1,1,0,1,1,1,1,1,2,1,2,0.9353233831,0.9259453298,0
1,0,0,1,0.01388888889,1,0,0,0,0,0,0,0,0,0,0,1,0.02487562189,0.002389231761,0
0,0,1,0,0.375,1,0,1,1,0,0,1,1,1,1,1,3,0.8323383085,0.3087175295,0
0,0,0,0,0.1944444444,1,0,1,0,1,0,1,0,0,0,1,3,0.6149253731,0.1280743368,0
1,0,1,1,0.9861111111,1,1,1,1,0,1,0,1,1,2,0,0,0.8686567164,0.8526966654,0
1,0,0,1,0.1805555556,1,0,1,0,0,0,0,1,0,0,1,3,0.5975124378,0.1190528279,0
1,0,0,0,0.6111111111,1,0,1,0,0,0,0,0,0,0,0,3,0.5034825871,0.3407044492,0
0,0,0,0,0.4583333333,1,0,1,0,1,0,1,0,0,1,1,2,0.6139303483,0.3091435612,0
1,0,1,1,1,0,0,2,1,1,1,1,0,1,2,1,3,0.3701492537,0.4812085483,0
1,0,0,0,0.01388888889,1,0,1,0,0,0,0,0,1,0,0,0,0.6134328358,0.009199981577,1
0,0,0,0,0.2638888889,1,0,1,1,0,1,1,1,1,0,1,0,0.8791044776,0.2227397292,1
1,0,1,0,0.8888888889,1,0,1,0,1,1,1,1,1,1,1,3,0.8378109453,0.7661776898,0
1,0,0,0,0.02777777778,1,0,2,0,0,0,0,0,0,0,1,3,0.276119403,0.009729642594,1
0,0,0,0,0.01388888889,0,0,2,0,0,0,0,0,0,0,0,0,0.06965174129,0.002907378408,0
1,0,0,1,0.8472222222,1,0,0,0,0,0,0,0,0,2,0,1,0.01492537313,0.1294445468,0
0,0,1,1,0.4027777778,1,0,0,0,0,0,0,0,0,1,0,0,0.01741293532,0.06218335483,0
1,1,1,0,0.3194444444,1,1,1,0,0,0,0,0,1,0,0,0,0.6820895522,0.2275066783,0
0,0,1,0,0.7916666667,0,0,2,1,1,1,0,1,1,0,1,2,0.4029850746,0.3958007093,0
1,0,1,1,1,0,0,2,1,1,1,1,0,0,2,0,3,0.2686567164,0.3615281872,0
1,0,1,0,0.9166666667,0,0,2,1,1,1,1,1,0,2,1,2,0.3815920398,0.4363025055,0
1,0,1,1,0.9027777778,1,1,2,0,1,1,1,1,1,2,1,2,0.6562189055,0.6130826271,0
0,0,0,0,0.1111111111,1,0,1,0,0,0,0,1,0,0,1,2,0.6144278607,0.07191875461,0
0,0,0,0,0.05555555556,1,0,1,0,0,0,0,0,0,0,1,0,0.5164179104,0.03089881172,1
0,0,1,0,0.9861111111,1,1,0,0,0,0,0,0,0,2,0,2,0.06467661692,0.2115074613,0
1,0,1,1,0.01388888889,1,0,0,0,0,0,0,0,0,1,1,0,0.01940298507,0.002325902727,0
1,0,1,0,0.05555555556,1,0,2,0,0,0,1,0,0,0,0,1,0.3164179104,0.02065102248,1
0,0,0,0,0.1666666667,1,0,0,0,0,0,0,0,0,1,1,2,0.01094527363,0.02525677045,0
1,0,0,0,0.3333333333,0,0,2,1,0,0,0,1,1,1,1,1,0.3218905473,0.1483914425,0
0,0,1,1,0.4305555556,1,0,2,1,0,1,1,1,1,1,1,1,0.6258706468,0.2931270726,0
0,0,1,0,0.01388888889,1,0,2,0,0,0,0,1,0,0,0,1,0.3676616915,0.006355932203,1
1,0,0,0,0.4166666667,1,1,1,0,0,0,1,0,1,0,1,3,0.7129353234,0.3135535648,0
0,0,1,1,0.6527777778,1,1,2,1,1,0,1,1,1,2,1,3,0.6671641791,0.4729239591,0
1,0,0,0,0.75,1,1,1,1,1,0,1,1,1,2,1,3,0.8930348259,0.6633025516,0
1,0,0,0,0.6944444444,1,0,1,1,1,0,1,0,1,0,1,3,0.7487562189,0.5466447126,0
1,0,0,0,0.01388888889,1,0,1,1,0,0,0,0,1,0,1,1,0.660199005,0.009741156964,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,3,0.01990049751,0.1804186625,0
0,0,0,0,0.4027777778,1,1,0,0,0,0,0,0,0,0,0,0,0.06865671642,0.08083087693,0
1,0,0,0,0.02777777778,1,1,2,0,1,0,0,0,0,0,1,1,0.3597014925,0.01313789609,1
0,0,0,0,0.1388888889,0,0,2,0,0,0,1,0,0,2,1,1,0.1129353234,0.03443372329,0
1,0,1,0,0.25,1,1,1,0,0,0,0,0,0,0,1,0,0.5462686567,0.1503719141,0
0,1,0,0,0.1527777778,1,0,1,0,1,0,0,1,1,0,1,0,0.763681592,0.1289954864,1
1,0,0,0,0.2222222222,1,0,0,0,0,0,0,0,0,2,0,1,0.01492537313,0.03274111091,0
0,0,0,0,1,1,1,2,0,1,1,1,1,1,2,0,2,0.6800995025,0.7312200626,0
1,0,0,0,1,1,1,1,0,1,1,1,1,1,2,0,2,0.9049751244,0.9071366065,0
0,0,1,1,0.5694444444,1,0,2,1,0,0,1,1,1,1,1,3,0.5616915423,0.3670378132,0
0,1,1,0,0.9027777778,1,0,1,1,1,1,0,0,1,0,0,0,0.7577114428,0.7053875737,0
0,1,0,0,0.1805555556,1,0,2,0,1,1,0,0,0,0,1,0,0.363681592,0.08420458732,0
1,1,0,0,0.05555555556,1,0,1,1,0,0,0,0,0,0,0,0,0.568159204,0.0314802874,0
1,0,0,0,0.5694444444,1,1,2,0,0,1,0,0,1,1,0,1,0.4651741294,0.291520818,0
1,1,0,0,0.2083333333,1,0,1,0,1,0,0,0,0,0,1,0,0.5587064677,0.1236988762,1
1,0,0,0,0.01388888889,1,0,2,1,0,0,0,0,0,0,1,1,0.3014925373,0.005590226603,1
1,0,0,0,0.5833333333,1,1,1,1,1,1,0,0,1,1,1,0,0.8034825871,0.4949394344,0
0,0,1,0,0.7083333333,1,0,1,1,1,1,0,1,0,1,1,0,0.7487562189,0.5319120763,0
0,0,1,1,0.02777777778,1,0,1,0,0,0,0,0,0,0,0,0,0.5189054726,0.01694339536,1
